stop_id,stop_city
778025,Vallejo
778026,Benicia
778027,Benicia
778028,Vallejo
778029,Vallejo
778030,Vallejo
778031,Vallejo
778032,Vallejo
778033,Vallejo
778034,Vallejo
778035,Walnut Creek
778230,Vallejo
778231,Vallejo
781615,Vallejo
781616,Vallejo
781617,Vallejo
781618,Vallejo
781619,Vallejo
781620,Vallejo
781621,Vallejo
781622,Vallejo
781623,Vallejo
781624,Vallejo
781625,Vallejo
781626,Vallejo
781627,Vallejo
781628,Vallejo
781629,Vallejo
781630,Vallejo
781631,Vallejo
781632,Vallejo
781633,Vallejo
781634,Vallejo
781635,Vallejo
781636,Vallejo
781637,Vallejo
781638,Vallejo
781640,Vallejo
781641,Vallejo
781642,Vallejo
781643,Vallejo
781644,Vallejo
781647,Vallejo
781648,Vallejo
781649,Vallejo
781651,Vallejo
781652,Vallejo
781653,Vallejo
781654,Vallejo
781655,Vallejo
781656,Vallejo
781657,Vallejo
781658,Vallejo
781659,Pleasant Hill
781660,Concord
781661,Pleasant Hill
781662,Fairfield
781664,Fairfield
781665,Fairfield
781666,Fairfield
781668,Vallejo
781670,Vallejo
781671,Vallejo
782078,
782079,Benicia
782080,Benicia
782081,Benicia
782082,
782476,Vallejo
788385,
802613,Vallejo
836596,Vallejo
844534,
847516,Vallejo
847519,
848058,Fairfield
2320114,Benicia
2320115,Vallejo
2320116,Vallejo
2320117,Benicia
2320118,Benicia
2320119,Vallejo
2320120,Vallejo
2320121,Vallejo
2320122,Vallejo
2320123,Vallejo
2320124,Vallejo
2320125,Vallejo
2320126,Vallejo
2320127,Benicia
2320128,Benicia
2320129,Benicia
2320162,Vallejo
2320163,Vallejo
2326847,San Francisco
2330754,Vallejo
2330755,Vallejo
2330756,Vallejo
2330757,Vallejo
2330758,Vallejo
2330759,Vallejo
2330760,Vallejo
2330761,Vallejo
2332221,Pleasant Hill
2332222,Pleasant Hill
2332223,Vallejo
2332224,Vallejo
2332226,Hercules
2332227,Crockett
2332228,Crockett
2332229,Hercules
2332231,Vallejo
2370992,"Vallejo, CA"
2370993,"Vallejo, CA"
2370994,"Vallejo, CA"
2382713,Vallejo
2382714,Vallejo
2382736,Vallejo
2382737,Vallejo
2382738,Vallejo
2382739,Vallejo
2382740,Vallejo
2382741,Vallejo
2382742,Vallejo
2382747,Vallejo
2382748,Vallejo
2382764,Vallejo
2382821,Vallejo
2383061,Vallejo
2383062,Vallejo
2383065,Benicia
2383066,San Francisco
2428353,Vallejo
