route_id, route_short_name,route_long_name,route_desc,route_type
3277.5,SC006,SANTA CLARITA 6_12,STEVENSON RANCH - SHADOW PINES,3
3277.6,SC006,SANTA CLARITA 6_13,STEVENSON RANCH - SHADOW PINES,3
3277.7,SC006,SANTA CLARITA 6_14,STEVENSON RANCH - SHADOW PINES,3
3292.1,SC012,SANTA CLARITA 12,WHITES CANYON TO MACBEAN TRANSIT CENTER,3
3293.1,SC012,SANTA CLARITA 12_1,WHITES CANYON TO MCBEAN TRANSIT CENTER,3
3294.1,SC012,SANTA CLARITA 12_2,WHITES CANYON TO MCBEAN TC VIA PRINCESSA ML STA,3
3294.2,SC012,SANTA CLARITA 12_3,WHITES CANYON TO MCBEAN TC VIA PRINCESSA ML STA,3
3295.1,SC012,SANTA CLARITA 12_4,MCBEAN TC TO WHITES CANYON VIA PRINCESSA ML STA,3
3298.1,SC005,SANTA CLARITA 5_5,STEVENSON RANCH - SIERRA HWY (NO METROLINK),3
3298.2,SC005,SANTA CLARITA 5_6,STEVENSON RANCH - SIERRA HWY (NO METROLINK),3
3298.3,SC005,SANTA CLARITA 5_7,STEVENSON RANCH - SIERRA HWY (NO METROLINK),3
3298.4,SC005,SANTA CLARITA 5_8,STEVENSON RANCH - SIERRA HWY (NO METROLINK),3
3298.5,SC005,SANTA CLARITA 5_9,STEVENSON RANCH - SIERRA HWY (NO METROLINK),3
3299.1,SC005,SANTA CLARITA 5_10,STEVENSON RANCH - SIERRA HWY (NO METROLINK),3
3299.2,SC005,SANTA CLARITA 5_11,STEVENSON RANCH - SIERRA HWY (NO METROLINK),3
3299.3,SC005,SANTA CLARITA 5_12,STEVENSON RANCH - SIERRA HWY (NO METROLINK),3
3299.4,SC005,SANTA CLARITA 5_13,STEVENSON RANCH - SIERRA HWY (NO METROLINK),3
3300.1,SC006,SANTA CLARITA 6_15,STEVENSON RANCH - SHADOW PINES (NO METROLINK),3
3300.2,SC006,SANTA CLARITA 6_16,STEVENSON RANCH - SHADOW PINES (NO METROLINK),3
3300.3,SC006,SANTA CLARITA 6_17,STEVENSON RANCH - SHADOW PINES (NO METROLINK),3
3300.4,SC006,SANTA CLARITA 6_18,STEVENSON RANCH - SHADOW PINES (NO METROLINK),3
