route_id,service_id,trip_id,trip_headsign,direction_id,direction_name,block_id,shape_id,wheelchair_accessible,trip_bikes_allowed,trip_headsign_short
302,B_SUSCHoff,12485064,"Oceanside",1,West,30203,302_3_25,1,2,Oceanside
302,B_SUSCHoff,12485012,"Oceanside",1,West,30101,302_3_25,1,2,Oceanside
302,B_SUSCHoff,12485030,"Oceanside",1,West,30202,302_3_25,1,2,Oceanside
302,B_SUSCHoff,12485048,"Oceanside",1,West,30302,302_3_25,1,2,Oceanside
302,B_SUSCHoff,12485066,"Oceanside",1,West,30203,302_3_25,1,2,Oceanside
302,B_SUSCHoff,12485014,"Oceanside",1,West,30101,302_3_25,1,2,Oceanside
302,B_SUSCHoff,12485032,"Oceanside",1,West,30202,302_3_25,1,2,Oceanside
302,B_SUSCHoff,12485050,"Oceanside",1,West,30105,302_3_25,1,2,Oceanside
302,B_SUSCHoff,12485079,"Oceanside",1,West,30203,302_3_25,1,2,Oceanside
302,B_SUSCHoff,12485068,"Oceanside",1,West,30201,302_3_25,1,2,Oceanside
302,B_SUSCHoff,12485016,"Oceanside",1,West,30307,302_3_25,1,2,Oceanside
302,B_SUSCHoff,12485034,"Oceanside",1,West,30202,302_3_25,1,2,Oceanside
302,B_SUSCHoff,12485052,"Oceanside",1,West,30309,302_3_25,1,2,Oceanside
302,B_SUSCHoff,12485081,"Oceanside",1,West,30204,302_3_25,1,2,Oceanside
302,B_SUSCHoff,12485070,"Oceanside",1,West,30201,302_3_25,1,2,Oceanside
302,B_SUSCHoff,12485018,"Oceanside",1,West,30303,302_3_25,1,2,Oceanside
302,B_SUSCHoff,12485036,"Oceanside",1,West,30202,302_3_25,1,2,Oceanside
302,B_SUSCHoff,12485054,"Oceanside",1,West,30204,302_3_25,1,2,Oceanside
302,B_SUSCHoff,12485072,"Oceanside",1,West,30201,302_3_25,1,2,Oceanside
302,B_SUSCHoff,12485020,"Oceanside",1,West,30303,302_3_25,1,2,Oceanside
302,B_SUSCHoff,12485038,"Oceanside",1,West,30312,302_3_25,1,2,Oceanside
302,B_SUSCHoff,12485056,"Oceanside",1,West,30105,302_3_25,1,2,Oceanside
302,B_SUSCHoff,12485074,"Oceanside",1,West,30107,302_3_25,1,2,Oceanside
302,B_SUSCHoff,12485022,"Oceanside",1,West,30308,302_3_25,1,2,Oceanside
