trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint
VNYiA0800,08:00:00,08:00:00,VNY,1,Van Nuys to LAX,0,1,,0
VNYiA0800,08:40:00,08:40:00,LAXT1U,10,Van Nuys to LAX,1,0,,0
VNYiA0800,08:43:00,08:43:00,LAXT2U,20,Van Nuys to LAX,1,0,,0
VNYiA0800,08:46:00,08:46:00,LAXT3U,30,Van Nuys to LAX,1,0,,0
VNYiA0800,08:50:00,08:50:00,LAXTBU,35,Van Nuys to LAX,1,0,,0
VNYiA0800,08:54:00,08:54:00,LAXT4U,40,Van Nuys to LAX,1,0,,0
VNYiA0800,08:57:00,08:57:00,LAXT5U,50,Van Nuys to LAX,1,0,,0
VNYiA0800,09:05:00,09:05:00,LAXT6U,60,Van Nuys to LAX,1,0,,0
VNYiA0800,09:05:00,09:05:00,LAXT7U,70,Van Nuys to LAX,1,0,,0
VNYiA0815,08:15:00,08:15:00,VNY,1,Van Nuys to LAX,0,1,,0
VNYiA0815,08:55:00,08:55:00,LAXT1U,10,Van Nuys to LAX,1,0,,0
VNYiA0815,08:58:00,08:58:00,LAXT2U,20,Van Nuys to LAX,1,0,,0
VNYiA0815,09:01:00,09:01:00,LAXT3U,30,Van Nuys to LAX,1,0,,0
VNYiA0815,09:05:00,09:05:00,LAXTBU,35,Van Nuys to LAX,1,0,,0
VNYiA0815,09:09:00,09:09:00,LAXT4U,40,Van Nuys to LAX,1,0,,0
VNYiA0815,09:12:00,09:12:00,LAXT5U,50,Van Nuys to LAX,1,0,,0
VNYiA0815,09:20:00,09:20:00,LAXT6U,60,Van Nuys to LAX,1,0,,0
VNYiA0815,09:20:00,09:20:00,LAXT7U,70,Van Nuys to LAX,1,0,,0
VNYiA0830,08:30:00,08:30:00,VNY,1,Van Nuys to LAX,0,1,,0
VNYiA0830,09:10:00,09:10:00,LAXT1U,10,Van Nuys to LAX,1,0,,0
VNYiA0830,09:13:00,09:13:00,LAXT2U,20,Van Nuys to LAX,1,0,,0
VNYiA0830,09:16:00,09:16:00,LAXT3U,30,Van Nuys to LAX,1,0,,0
VNYiA0830,09:20:00,09:20:00,LAXTBU,35,Van Nuys to LAX,1,0,,0
VNYiA0830,09:24:00,09:24:00,LAXT4U,40,Van Nuys to LAX,1,0,,0
VNYiA0830,09:27:00,09:27:00,LAXT5U,50,Van Nuys to LAX,1,0,,0
VNYiA0830,09:35:00,09:35:00,LAXT6U,60,Van Nuys to LAX,1,0,,0
VNYiA0830,09:35:00,09:35:00,LAXT7U,70,Van Nuys to LAX,1,0,,0
VNYiA0845,08:45:00,08:45:00,VNY,1,Van Nuys to LAX,0,1,,0
VNYiA0845,09:25:00,09:25:00,LAXT1U,10,Van Nuys to LAX,1,0,,0
VNYiA0845,09:28:00,09:28:00,LAXT2U,20,Van Nuys to LAX,1,0,,0
VNYiA0845,09:31:00,09:31:00,LAXT3U,30,Van Nuys to LAX,1,0,,0
VNYiA0845,09:35:00,09:35:00,LAXTBU,35,Van Nuys to LAX,1,0,,0
VNYiA0845,09:39:00,09:39:00,LAXT4U,40,Van Nuys to LAX,1,0,,0
VNYiA0845,09:42:00,09:42:00,LAXT5U,50,Van Nuys to LAX,1,0,,0
VNYiA0845,09:50:00,09:50:00,LAXT6U,60,Van Nuys to LAX,1,0,,0
VNYiA0845,09:50:00,09:50:00,LAXT7U,70,Van Nuys to LAX,1,0,,0
VNYiA0900,09:00:00,09:00:00,VNY,1,Van Nuys to LAX,0,1,,0
VNYiA0900,09:40:00,09:40:00,LAXT1U,10,Van Nuys to LAX,1,0,,0
VNYiA0900,09:43:00,09:43:00,LAXT2U,20,Van Nuys to LAX,1,0,,0
VNYiA0900,09:46:00,09:46:00,LAXT3U,30,Van Nuys to LAX,1,0,,0
VNYiA0900,09:50:00,09:50:00,LAXTBU,35,Van Nuys to LAX,1,0,,0
VNYiA0900,09:54:00,09:54:00,LAXT4U,40,Van Nuys to LAX,1,0,,0
VNYiA0900,09:57:00,09:57:00,LAXT5U,50,Van Nuys to LAX,1,0,,0
VNYiA0900,10:05:00,10:05:00,LAXT6U,60,Van Nuys to LAX,1,0,,0
VNYiA0900,10:05:00,10:05:00,LAXT7U,70,Van Nuys to LAX,1,0,,0
VNYiA0915,09:15:00,09:15:00,VNY,1,Van Nuys to LAX,0,1,,0
VNYiA0915,09:55:00,09:55:00,LAXT1U,10,Van Nuys to LAX,1,0,,0
