stop_id,stop_code,stop_name,stop_lat,stop_lon,zone_id,stop_desc,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
"79162","79162",11th St & Decoto Rd,37.59340609,-122.018907962,,"Far Side","","","","","1"
"79055","79055",11th St & Decoto Rd,37.593900738,-122.019569456,,"Far Side","","","","","1"
"79164","79164",11th St & Galiano Wy,37.593444249,-122.018582958,,"Far Side","","","","","1"
"79125","79125",2nd St & Decoto Rd,37.602240843,-122.016588836,,"Far Side","","","","","1"
"79127","79127",2nd St & D St,37.605393557,-122.020283745,,"Far Side","","","","","1"
"79126","79126",2nd St & F St,37.603555065,-122.018123187,,"Far Side","","","","","1"
"79060","79060",6th St & C St,37.604474,-122.024182,,"Far Side","","","","","1"
"79108","79108",6th St & C St,37.604396,-122.024216,,"Nearside","","","","","1"
"79118","79118",7th St & Bedford Ave,37.594948,-122.012003,,"Far Side","","","","","1"
"79208","79208",7th St & Cheseapeake Dr,37.590521,-122.006711,,"Far Side","","","","","1"
"79120","79120",7th St & Cheseapeake Dr,37.590282,-122.005663,,"Far Side","","","","","1"
"79117","79117",7th St & Daggett Ave,37.597423337,-122.015727985,,"Nearside","","","","","1"
"79209","79209",7th St & Daggett Ave,37.597126,-122.014168,,"Far Side","","","","","1"
"79119","79119",7th St & Zwissig Ave,37.591648,-122.008294,,"Far Side","","","","","1"
"79058","79058",9th St & E St,37.600839254,-122.023522355,,"Nearside","","","","","1"
"79110","79110",9th St & E St,37.600721109,-122.023600651,,"Far Side","","","","","1"
"79057","79057",9th St & G St,37.599004763,-122.021381519,,"Nearside","","","","","1"
"79111","79111",9th St & G St,37.599081165,-122.021683049,,"Nearside","","","","","1"
"79085","79085",Almaden Bl & Chechester Dr,37.59077,-122.051651,,"Nearside","","","","","1"
"79083","79083",Almaden Bl & Cumana Dr,37.590344,-122.051099,,"Nearside","","","","","1"
"79088","79088",Almaden Bl & Horatio Ct,37.592667,-122.054442,,"Far Side","","","","","1"
"79082","79082",Almaden Bl & Kawella Cir,37.591226,-122.052731,,"Nearside","","","","","1"
"79080","79080",Almaden Bl & Los Robles Apartments,37.594439,-122.055627,,"Nearside","","","","","1"
"79081","79081",Almaden Bl & Polynesia Wy,37.592577,-122.054609,,"Far Side","","","","","1"
"79089","79089",Almaden Bl & Sloccum Ct,37.595869,-122.055217,,"Far Side","","","","","1"
"79079","79079",Almaden Bl & Trefry Dr,37.595886,-122.055334,,"Nearside","","","","","1"
"79138","79138",Alvarado Bl & Dyer St,37.590077,-122.07008,,"Far Side","","","","","1"
"79139","79139",Alvarado Bl & Fair Ranch Dr,37.591353,-122.07236,,"Far Side","","","","","1"
"79151","79151",Alvarado Bl & Fair Ranch Dr,37.591201,-122.072557,,"Nearside","","","","","1"
