route_id,service_id,trip_id,trip_headsign,block_id,shape_id,trip_index,trp_time_end,trp_place_end,trp_place_end_descr,trp_trip_ST,trp_block,trp_operating_days
72-118,20181S-vs20181S-Weekday-16,3403236-20181S-vs20181S-Weekday-16,"72 - Hospital / Pinto Lake",583916,720003,1,07:40:00,wtc,"Watsonville Transit Center",0,7201,
72-118,20181S-vs20181S-Weekday-16,3403237-20181S-vs20181S-Weekday-16,"72 - Hospital / Pinto Lake",583916,720003,2,08:40:00,wtc,"Watsonville Transit Center",0,7201,
72-118,20181S-vs20181S-Weekday-16,3403238-20181S-vs20181S-Weekday-16,"72 - Hospital / Pinto Lake",583919,720003,3,09:40:00,wtc,"Watsonville Transit Center",0,7202,
72-118,20181S-vs20181S-Weekday-16,3403239-20181S-vs20181S-Weekday-16,"72 - Hospital / Pinto Lake",583918,720003,4,10:40:00,wtc,"Watsonville Transit Center",0,7501,
72-118,20181S-vs20181S-Weekday-16,3403240-20181S-vs20181S-Weekday-16,"72 - Hospital / Pinto Lake",583916,720003,5,11:40:00,wtc,"Watsonville Transit Center",0,7201,
72-118,20181S-vs20181S-Weekday-16,3403241-20181S-vs20181S-Weekday-16,"72 - Hospital / Pinto Lake",583919,720003,6,12:40:00,wtc,"Watsonville Transit Center",0,7202,
72-118,20181S-vs20181S-Weekday-16,3403242-20181S-vs20181S-Weekday-16,"72 - Hospital / Pinto Lake",583918,720003,7,13:45:00,wtc,"Watsonville Transit Center",0,7501,
72-118,20181S-vs20181S-Weekday-16,3403243-20181S-vs20181S-Weekday-16,"72 - Hospital / Pinto Lake",583916,720003,8,14:45:00,wtc,"Watsonville Transit Center",0,7201,
72-118,20181S-vs20181S-Weekday-16,3403244-20181S-vs20181S-Weekday-16,"72 - Hospital / Pinto Lake",583919,720003,9,15:45:00,wtc,"Watsonville Transit Center",0,7202,
72-118,20181S-vs20181S-Weekday-16,3403245-20181S-vs20181S-Weekday-16,"72 - Hospital / Pinto Lake",583918,720003,10,16:45:00,wtc,"Watsonville Transit Center",0,7501,
72-118,20181S-vs20181S-Weekday-16,3403246-20181S-vs20181S-Weekday-16,"72 - Hospital / Pinto Lake",583981,720003,11,17:45:00,wtc,"Watsonville Transit Center",0,7102,
72-118,20181S-vs20181S-Weekday-16,3403247-20181S-vs20181S-Weekday-16,"72 - Hospital / Pinto Lake",583916,720003,12,18:45:00,wtc,"Watsonville Transit Center",0,7201,
75-118,20181S-vs20181S-Weekday-16,3403248-20181S-vs20181S-Weekday-16,"75 - Green Valley/Wheelock",583919,750005,13,08:13:00,wtc,"Watsonville Transit Center",0,7202,
75-118,20181S-vs20181S-Weekday-16,3403249-20181S-vs20181S-Weekday-16,"75 - Green Valley/Wheelock",583918,750005,14,09:13:00,wtc,"Watsonville Transit Center",0,7501,
75-118,20181S-vs20181S-Weekday-16,3403250-20181S-vs20181S-Weekday-16,"75 - Green Valley/Wheelock",583916,750005,15,10:13:00,wtc,"Watsonville Transit Center",0,7201,
75-118,20181S-vs20181S-Weekday-16,3403251-20181S-vs20181S-Weekday-16,"75 - Green Valley/Wheelock",583919,750005,16,11:15:00,wtc,"Watsonville Transit Center",0,7202,
75-118,20181S-vs20181S-Weekday-16,3403252-20181S-vs20181S-Weekday-16,"75 - Green Valley/Wheelock",583918,750005,17,12:15:00,wtc,"Watsonville Transit Center",0,7501,
75-118,20181S-vs20181S-Weekday-16,3403253-20181S-vs20181S-Weekday-16,"75 - Green Valley/Wheelock",583916,750005,18,13:15:00,wtc,"Watsonville Transit Center",0,7201,
75-118,20181S-vs20181S-Weekday-16,3403254-20181S-vs20181S-Weekday-16,"75 - Green Valley/Wheelock",583919,750005,19,14:15:00,wtc,"Watsonville Transit Center",0,7202,
75-118,20181S-vs20181S-Weekday-16,3403255-20181S-vs20181S-Weekday-16,"75 - Green Valley/Wheelock",583918,750005,20,15:15:00,wtc,"Watsonville Transit Center",0,7501,
75-118,20181S-vs20181S-Weekday-16,3403256-20181S-vs20181S-Weekday-16,"75 - Green Valley/Wheelock",583981,750005,21,16:15:00,wtc,"Watsonville Transit Center",0,7102,
75-118,20181S-vs20181S-Weekday-16,3403257-20181S-vs20181S-Weekday-16,"75 - Green Valley/Wheelock",583916,750005,22,17:15:00,wtc,"Watsonville Transit Center",0,7201,
75-118,20181S-vs20181S-Weekday-16,3403258-20181S-vs20181S-Weekday-16,"75 - Green Valley/Wheelock",583918,750005,23,18:15:00,wtc,"Watsonville Transit Center",0,7501,
75-118,20181S-vs20181S-Weekday-16,3403259-20181S-vs20181S-Weekday-16,"75 - Green Valley/Wheelock",583917,750005,24,19:15:00,wtc,"Watsonville Transit Center",0,7901,
79-118,20181S-vs20181S-Weekday-16,3403260-20181S-vs20181S-Weekday-16,"79 - Pajaro / East Lake",583917,790006,25,08:00:00,wtc,"Watsonville Transit Center",0,7901,
79-118,20181S-vs20181S-Weekday-16,3403261-20181S-vs20181S-Weekday-16,"79 - Pajaro / East Lake",583917,790006,26,10:00:00,wtc,"Watsonville Transit Center",0,7901,
79-118,20181S-vs20181S-Weekday-16,3403262-20181S-vs20181S-Weekday-16,"79 - Pajaro / East Lake",583917,790006,27,12:00:00,wtc,"Watsonville Transit Center",0,7901,
79-118,20181S-vs20181S-Weekday-16,3403263-20181S-vs20181S-Weekday-16,"79 - Pajaro / East Lake",583917,790006,28,14:00:00,wtc,"Watsonville Transit Center",0,7901,
79-118,20181S-vs20181S-Weekday-16,3403264-20181S-vs20181S-Weekday-16,"79 - Pajaro / East Lake",583917,790006,29,16:00:00,wtc,"Watsonville Transit Center",0,7901,
79-118,20181S-vs20181S-Weekday-16,3403265-20181S-vs20181S-Weekday-16,"79 - Pajaro / East Lake",583917,790006,30,18:00:00,wtc,"Watsonville Transit Center",0,7901,
04-118,20181S-vs20181S-Weekday-16,3403266-20181S-vs20181S-Weekday-16,"04 - Harvey West - Emeline",583991,040003,31,08:08:00,scmc,"Santa Cruz Metro Center",0,1902,
04-118,20181S-vs20181S-Weekday-16,3403267-20181S-vs20181S-Weekday-16,"04 - Harvey West - Emeline",583991,040003,32,09:08:00,scmc,"Santa Cruz Metro Center",0,1902,
04-118,20181S-vs20181S-Weekday-16,3403268-20181S-vs20181S-Weekday-16,"04 - Emeline - Harvey West",583993,040001,33,10:10:00,scmc,"Santa Cruz Metro Center",0,0401,
04-118,20181S-vs20181S-Weekday-16,3403269-20181S-vs20181S-Weekday-16,"04 - Emeline - Harvey West",583993,040001,34,11:10:00,scmc,"Santa Cruz Metro Center",0,0401,
04-118,20181S-vs20181S-Weekday-16,3403270-20181S-vs20181S-Weekday-16,"04 - Emeline - Harvey West",583993,040001,35,12:10:00,scmc,"Santa Cruz Metro Center",0,0401,
04-118,20181S-vs20181S-Weekday-16,3403271-20181S-vs20181S-Weekday-16,"04 - Emeline - Harvey West",583993,040001,36,13:10:00,scmc,"Santa Cruz Metro Center",0,0401,
04-118,20181S-vs20181S-Weekday-16,3403272-20181S-vs20181S-Weekday-16,"04 - Emeline - Harvey West",583993,040001,37,14:10:00,scmc,"Santa Cruz Metro Center",0,0401,
04-118,20181S-vs20181S-Weekday-16,3403273-20181S-vs20181S-Weekday-16,"04 - Emeline - Harvey West",583976,040001,38,15:10:00,scmc,"Santa Cruz Metro Center",0,0402,
04-118,20181S-vs20181S-Weekday-16,3403274-20181S-vs20181S-Weekday-16,"04 - Emeline - Harvey West",583976,040001,39,16:10:00,scmc,"Santa Cruz Metro Center",0,0402,
04-118,20181S-vs20181S-Weekday-16,3403275-20181S-vs20181S-Weekday-16,"04 - Emeline - Harvey West",583976,040001,40,17:10:00,scmc,"Santa Cruz Metro Center",0,0402,
19-118,20181S-vs20181S-Weekday-16,3403276-20181S-vs20181S-Weekday-16,"19 - University via Lower Bay",583996,190011,41,09:12:00,scmc,"Santa Cruz Metro Center",0,1904,
19-118,20181S-vs20181S-Weekday-16,3403277-20181S-vs20181S-Weekday-16,"19 - University via Lower Bay",583987,190011,42,08:12:00,scmc,"Santa Cruz Metro Center",0,1903,
10-118,20181S-vs20181S-Weekday-16,3403278-20181S-vs20181S-Weekday-16,"10 - University via High St.",583921,100003,43,08:30:00,scmc,"Santa Cruz Metro Center",0,1602,
10-118,20181S-vs20181S-Weekday-16,3403279-20181S-vs20181S-Weekday-16,"10 - University via High St.",583921,100003,44,09:30:00,scmc,"Santa Cruz Metro Center",0,1602,
19-118,20181S-vs20181S-Weekday-16,3403280-20181S-vs20181S-Weekday-16,"19 - University via Lower Bay",583998,190011,45,09:42:00,scmc,"Santa Cruz Metro Center",0,7105,
19-118,20181S-vs20181S-Weekday-16,3403281-20181S-vs20181S-Weekday-16,"19 - University via Lower Bay",583996,190011,46,10:12:00,scmc,"Santa Cruz Metro Center",0,1904,
10-118,20181S-vs20181S-Weekday-16,3403282-20181S-vs20181S-Weekday-16,"10 - University via High St.",583921,100003,47,10:35:00,scmc,"Santa Cruz Metro Center",0,1602,
19-118,20181S-vs20181S-Weekday-16,3403283-20181S-vs20181S-Weekday-16,"19 - University via Lower Bay",583987,190011,48,10:42:00,scmc,"Santa Cruz Metro Center",0,1903,
19-118,20181S-vs20181S-Weekday-16,3403284-20181S-vs20181S-Weekday-16,"19 - University via Lower Bay",583996,190011,49,11:12:00,scmc,"Santa Cruz Metro Center",0,1904,
10-118,20181S-vs20181S-Weekday-16,3403285-20181S-vs20181S-Weekday-16,"10 - University via High St.",583991,100003,50,11:35:00,scmc,"Santa Cruz Metro Center",0,1902,
19-118,20181S-vs20181S-Weekday-16,3403286-20181S-vs20181S-Weekday-16,"19 - University via Lower Bay",583987,190011,51,11:42:00,scmc,"Santa Cruz Metro Center",0,1903,
19-118,20181S-vs20181S-Weekday-16,3403287-20181S-vs20181S-Weekday-16,"19 - University via Lower Bay",583996,190011,52,12:12:00,scmc,"Santa Cruz Metro Center",0,1904,
10-118,20181S-vs20181S-Weekday-16,3403288-20181S-vs20181S-Weekday-16,"10 - University via High St.",583908,100003,53,12:35:00,scmc,"Santa Cruz Metro Center",0,1601,
19-118,20181S-vs20181S-Weekday-16,3403289-20181S-vs20181S-Weekday-16,"19 - University via Lower Bay",583987,190011,54,12:42:00,scmc,"Santa Cruz Metro Center",0,1903,
19-118,20181S-vs20181S-Weekday-16,3403290-20181S-vs20181S-Weekday-16,"19 - University via Lower Bay",583996,190011,55,13:12:00,scmc,"Santa Cruz Metro Center",0,1904,
10-118,20181S-vs20181S-Weekday-16,3403291-20181S-vs20181S-Weekday-16,"10 - University via High St.",583908,100003,56,13:35:00,scmc,"Santa Cruz Metro Center",0,1601,
19-118,20181S-vs20181S-Weekday-16,3403292-20181S-vs20181S-Weekday-16,"19 - University via Lower Bay",583987,190011,57,13:42:00,scmc,"Santa Cruz Metro Center",0,1903,
19-118,20181S-vs20181S-Weekday-16,3403293-20181S-vs20181S-Weekday-16,"19 - University via Lower Bay",583991,190011,58,14:12:00,scmc,"Santa Cruz Metro Center",0,1902,
10-118,20181S-vs20181S-Weekday-16,3403294-20181S-vs20181S-Weekday-16,"10 - University via High St.",583908,100003,59,14:35:00,scmc,"Santa Cruz Metro Center",0,1601,
19-118,20181S-vs20181S-Weekday-16,3403295-20181S-vs20181S-Weekday-16,"19 - University via Lower Bay",583987,190011,60,14:42:00,scmc,"Santa Cruz Metro Center",0,1903,
19-118,20181S-vs20181S-Weekday-16,3403296-20181S-vs20181S-Weekday-16,"19 - University via Lower Bay",583991,190011,61,15:12:00,scmc,"Santa Cruz Metro Center",0,1902,
10-118,20181S-vs20181S-Weekday-16,3403297-20181S-vs20181S-Weekday-16,"10 - University via High St.",583908,100003,62,15:35:00,scmc,"Santa Cruz Metro Center",0,1601,
19-118,20181S-vs20181S-Weekday-16,3403298-20181S-vs20181S-Weekday-16,"19 - University via Lower Bay",583987,190011,63,15:42:00,scmc,"Santa Cruz Metro Center",0,1903,
19-118,20181S-vs20181S-Weekday-16,3403299-20181S-vs20181S-Weekday-16,"19 - University via Lower Bay",583991,190011,64,16:12:00,scmc,"Santa Cruz Metro Center",0,1902,
10-118,20181S-vs20181S-Weekday-16,3403300-20181S-vs20181S-Weekday-16,"10 - University via High St.",583908,100003,65,16:35:00,scmc,"Santa Cruz Metro Center",0,1601,
19-118,20181S-vs20181S-Weekday-16,3403301-20181S-vs20181S-Weekday-16,"19 - University via Lower Bay",583987,190011,66,16:42:00,scmc,"Santa Cruz Metro Center",0,1903,
19-118,20181S-vs20181S-Weekday-16,3403302-20181S-vs20181S-Weekday-16,"19 - University via Lower Bay",583991,190011,67,17:12:00,scmc,"Santa Cruz Metro Center",0,1902,
10-118,20181S-vs20181S-Weekday-16,3403303-20181S-vs20181S-Weekday-16,"10 - University via High St.",583908,100003,68,17:35:00,scmc,"Santa Cruz Metro Center",0,1601,
19-118,20181S-vs20181S-Weekday-16,3403304-20181S-vs20181S-Weekday-16,"19 - University via Lower Bay",583997,190011,69,17:42:00,scmc,"Santa Cruz Metro Center",0,1901,
19-118,20181S-vs20181S-Weekday-16,3403305-20181S-vs20181S-Weekday-16,"19 - University via Lower Bay",583991,190011,70,18:12:00,scmc,"Santa Cruz Metro Center",0,1902,
10-118,20181S-vs20181S-Weekday-16,3403306-20181S-vs20181S-Weekday-16,"10 - University via High St.",583908,100003,71,18:35:00,scmc,"Santa Cruz Metro Center",0,1601,
19-118,20181S-vs20181S-Weekday-16,3403307-20181S-vs20181S-Weekday-16,"19 - University via Lower Bay",583989,190011,72,18:42:00,scmc,"Santa Cruz Metro Center",0,7101,
19-118,20181S-vs20181S-Weekday-16,3403308-20181S-vs20181S-Weekday-16,"19 - University via Lower Bay",583997,190011,73,19:12:00,scmc,"Santa Cruz Metro Center",0,1901,
10-118,20181S-vs20181S-Weekday-16,3403309-20181S-vs20181S-Weekday-16,"10 - University via High St.",583935,100003,74,19:30:00,scmc,"Santa Cruz Metro Center",0,3510,
19-118,20181S-vs20181S-Weekday-16,3403310-20181S-vs20181S-Weekday-16,"19 - University via Lower Bay",583997,190011,75,20:12:00,scmc,"Santa Cruz Metro Center",0,1901,
19-118,20181S-vs20181S-Weekday-16,3403311-20181S-vs20181S-Weekday-16,"19 - University via Lower Bay",583997,190011,76,21:12:00,scmc,"Santa Cruz Metro Center",0,1901,
16-118,20181S-vs20181S-Weekday-16,3403312-20181S-vs20181S-Weekday-16,"16 - University via Laurel East",583908,160014,77,07:17:00,scmc,"Santa Cruz Metro Center",0,1601,
16-118,20181S-vs20181S-Weekday-16,3403313-20181S-vs20181S-Weekday-16,"16 - University via Laurel East",583989,160014,78,07:32:00,scmc,"Santa Cruz Metro Center",0,7101,
16-118,20181S-vs20181S-Weekday-16,3403314-20181S-vs20181S-Weekday-16,"16 - University via Laurel East",583982,160014,79,07:47:00,scmc,"Santa Cruz Metro Center",0,1603,
16-118,20181S-vs20181S-Weekday-16,3403315-20181S-vs20181S-Weekday-16,"16 - University via Laurel East",583908,160014,80,08:17:00,scmc,"Santa Cruz Metro Center",0,1601,
16-118,20181S-vs20181S-Weekday-16,3403316-20181S-vs20181S-Weekday-16,"16 - University via Laurel East",583982,160014,81,08:47:00,scmc,"Santa Cruz Metro Center",0,1603,
16-118,20181S-vs20181S-Weekday-16,3403317-20181S-vs20181S-Weekday-16,"16 - University via Laurel East",583908,160014,82,09:22:00,scmc,"Santa Cruz Metro Center",0,1601,
16-118,20181S-vs20181S-Weekday-16,3403318-20181S-vs20181S-Weekday-16,"16 - University via Laurel East",583982,160014,83,09:52:00,scmc,"Santa Cruz Metro Center",0,1603,
16-118,20181S-vs20181S-Weekday-16,3403319-20181S-vs20181S-Weekday-16,"16 - University via Laurel East",583908,160014,84,10:22:00,scmc,"Santa Cruz Metro Center",0,1601,
16-118,20181S-vs20181S-Weekday-16,3403320-20181S-vs20181S-Weekday-16,"16 - University via Laurel East",583982,160014,85,10:52:00,scmc,"Santa Cruz Metro Center",0,1603,
16-118,20181S-vs20181S-Weekday-16,3403321-20181S-vs20181S-Weekday-16,"16 - University via Laurel East",583908,160014,86,11:22:00,scmc,"Santa Cruz Metro Center",0,1601,
16-118,20181S-vs20181S-Weekday-16,3403322-20181S-vs20181S-Weekday-16,"16 - University via Laurel East",583921,160014,87,11:52:00,scmc,"Santa Cruz Metro Center",0,1602,
16-118,20181S-vs20181S-Weekday-16,3403323-20181S-vs20181S-Weekday-16,"16 - University via Laurel East",583982,160014,88,12:22:00,scmc,"Santa Cruz Metro Center",0,1603,
16-118,20181S-vs20181S-Weekday-16,3403324-20181S-vs20181S-Weekday-16,"16 - University via Laurel East",583921,160014,89,12:52:00,scmc,"Santa Cruz Metro Center",0,1602,
16-118,20181S-vs20181S-Weekday-16,3403325-20181S-vs20181S-Weekday-16,"16 - University via Laurel East",584002,160014,90,13:22:00,scmc,"Santa Cruz Metro Center",0,2001,
16-118,20181S-vs20181S-Weekday-16,3403326-20181S-vs20181S-Weekday-16,"16 - University via Laurel East",583994,160014,91,13:52:00,scmc,"Santa Cruz Metro Center",0,1604,
16-118,20181S-vs20181S-Weekday-16,3403327-20181S-vs20181S-Weekday-16,"16 - University via Laurel East",583921,160014,92,14:22:00,scmc,"Santa Cruz Metro Center",0,1602,
16-118,20181S-vs20181S-Weekday-16,3403328-20181S-vs20181S-Weekday-16,"16 - University via Laurel East",583994,160014,93,14:52:00,scmc,"Santa Cruz Metro Center",0,1604,
16-118,20181S-vs20181S-Weekday-16,3403329-20181S-vs20181S-Weekday-16,"16 - University via Laurel East",583921,160014,94,15:22:00,scmc,"Santa Cruz Metro Center",0,1602,
16-118,20181S-vs20181S-Weekday-16,3403330-20181S-vs20181S-Weekday-16,"16 - University via Laurel East",583994,160014,95,15:52:00,scmc,"Santa Cruz Metro Center",0,1604,
16-118,20181S-vs20181S-Weekday-16,3403331-20181S-vs20181S-Weekday-16,"16 - University via Laurel East",583921,160014,96,16:22:00,scmc,"Santa Cruz Metro Center",0,1602,
16-118,20181S-vs20181S-Weekday-16,3403332-20181S-vs20181S-Weekday-16,"16 - University via Laurel East",583994,160014,97,16:52:00,scmc,"Santa Cruz Metro Center",0,1604,
16-118,20181S-vs20181S-Weekday-16,3403333-20181S-vs20181S-Weekday-16,"16 - University via Laurel East",583921,160014,98,17:22:00,scmc,"Santa Cruz Metro Center",0,1602,
16-118,20181S-vs20181S-Weekday-16,3403334-20181S-vs20181S-Weekday-16,"16 - University via Laurel East",583994,160014,99,17:52:00,scmc,"Santa Cruz Metro Center",0,1604,
16-118,20181S-vs20181S-Weekday-16,3403335-20181S-vs20181S-Weekday-16,"16 - University via Laurel East",583921,160014,100,18:22:00,scmc,"Santa Cruz Metro Center",0,1602,
16-118,20181S-vs20181S-Weekday-16,3403336-20181S-vs20181S-Weekday-16,"16 - University via Laurel East",583994,160014,101,18:52:00,scmc,"Santa Cruz Metro Center",0,1604,
16-118,20181S-vs20181S-Weekday-16,3403337-20181S-vs20181S-Weekday-16,"16 - University via Laurel East",583921,160014,102,19:17:00,scmc,"Santa Cruz Metro Center",0,1602,
16-118,20181S-vs20181S-Weekday-16,3403338-20181S-vs20181S-Weekday-16,"16 - University via Laurel East",583908,160014,103,19:47:00,scmc,"Santa Cruz Metro Center",0,1601,
16-118,20181S-vs20181S-Weekday-16,3403339-20181S-vs20181S-Weekday-16,"16 - University via Laurel East",583921,160014,104,20:17:00,scmc,"Santa Cruz Metro Center",0,1602,
16-118,20181S-vs20181S-Weekday-16,3403340-20181S-vs20181S-Weekday-16,"16 - University via Laurel East",583908,160014,105,20:47:00,scmc,"Santa Cruz Metro Center",0,1601,
16-118,20181S-vs20181S-Weekday-16,3403341-20181S-vs20181S-Weekday-16,"16 - University via Laurel East",583921,160014,106,21:17:00,scmc,"Santa Cruz Metro Center",0,1602,
16-118,20181S-vs20181S-Weekday-16,3403342-20181S-vs20181S-Weekday-16,"16 - University via Laurel East",583908,160014,107,21:47:00,scmc,"Santa Cruz Metro Center",0,1601,
16-118,20181S-vs20181S-Weekday-16,3403343-20181S-vs20181S-Weekday-16,"16 - University via Laurel East",583977,160014,108,22:17:00,scmc,"Santa Cruz Metro Center",0,7110,
16-118,20181S-vs20181S-Weekday-16,3403344-20181S-vs20181S-Weekday-16,"16 - University via Laurel East",583908,160014,109,22:47:00,scmc,"Santa Cruz Metro Center",0,1601,
20-118,20181S-vs20181S-Weekday-16,3403345-20181S-vs20181S-Weekday-16,"20 - University via Westside",584002,200018,110,08:18:00,scmc,"Santa Cruz Metro Center",0,2001,
20-118,20181S-vs20181S-Weekday-16,3403346-20181S-vs20181S-Weekday-16,"20 - University via Westside",583987,200017,111,09:20:00,scmc,"Santa Cruz Metro Center",0,1903,
20-118,20181S-vs20181S-Weekday-16,3403347-20181S-vs20181S-Weekday-16,"20 - University via Westside",583991,200013,112,10:15:00,scmc,"Santa Cruz Metro Center",0,1902,
20-118,20181S-vs20181S-Weekday-16,3403348-20181S-vs20181S-Weekday-16,"20 - University via Westside",583998,200013,113,11:15:00,scmc,"Santa Cruz Metro Center",0,7105,
20-118,20181S-vs20181S-Weekday-16,3403349-20181S-vs20181S-Weekday-16,"20 - University via Westside",584002,200013,114,12:15:00,scmc,"Santa Cruz Metro Center",0,2001,
20-118,20181S-vs20181S-Weekday-16,3403350-20181S-vs20181S-Weekday-16,"20 - University via Westside",583991,200013,115,13:15:00,scmc,"Santa Cruz Metro Center",0,1902,
20-118,20181S-vs20181S-Weekday-16,3403351-20181S-vs20181S-Weekday-16,"20 - University via Westside",583985,200017,116,14:20:00,scmc,"Santa Cruz Metro Center",0,6906,
20-118,20181S-vs20181S-Weekday-16,3403352-20181S-vs20181S-Weekday-16,"20 - University via Westside",583988,200013,117,15:15:00,scmc,"Santa Cruz Metro Center",0,6902,
20-118,20181S-vs20181S-Weekday-16,3403353-20181S-vs20181S-Weekday-16,"20 - University via Westside",583992,200013,118,16:15:00,scmc,"Santa Cruz Metro Center",0,6904,
20-118,20181S-vs20181S-Weekday-16,3403354-20181S-vs20181S-Weekday-16,"20 - University via Westside",583977,200017,119,17:20:00,scmc,"Santa Cruz Metro Center",0,7110,
20-118,20181S-vs20181S-Weekday-16,3403355-20181S-vs20181S-Weekday-16,"20 - University via Westside",583935,200017,120,18:20:00,scmc,"Santa Cruz Metro Center",0,3510,
20-118,20181S-vs20181S-Weekday-16,3403356-20181S-vs20181S-Weekday-16,"20 - University via Safeway",583933,200021,121,19:20:00,scmc,"Santa Cruz Metro Center",0,7107,
20-118,20181S-vs20181S-Weekday-16,3403357-20181S-vs20181S-Weekday-16,"20 - University via Safeway",583928,200021,122,20:20:00,scmc,"Santa Cruz Metro Center",0,6804,
20-118,20181S-vs20181S-Weekday-16,3403358-20181S-vs20181S-Weekday-16,"20 - University via Safeway",583976,200021,123,21:20:00,scmc,"Santa Cruz Metro Center",0,0402,
35A-118,20181S-vs20181S-Weekday-16,3403359-20181S-vs20181S-Weekday-16,"35A - Hwy 9 - Mt. Store",583906,35A0033,124,07:28:00,mtnstr,"Mountain Store",0,3501,
35A-118,20181S-vs20181S-Weekday-16,3403360-20181S-vs20181S-Weekday-16,"35A - Hwy 9 - Mt. Store",583911,35A0033,125,08:28:00,mtnstr,"Mountain Store",0,3505,
35A-118,20181S-vs20181S-Weekday-16,3403361-20181S-vs20181S-Weekday-16,"35A - Hwy 9 - Mt. Store",583915,35A0033,126,09:28:00,mtnstr,"Mountain Store",0,3502,
35A-118,20181S-vs20181S-Weekday-16,3403362-20181S-vs20181S-Weekday-16,"35A - Hwy 9 - Mt. Store",583909,35A0033,127,10:28:00,mtnstr,"Mountain Store",0,3503,
35A-118,20181S-vs20181S-Weekday-16,3403363-20181S-vs20181S-Weekday-16,"35A - Hwy 9 - Mt. Store",583930,35A0033,128,11:28:00,mtnstr,"Mountain Store",0,3506,
35A-118,20181S-vs20181S-Weekday-16,3403364-20181S-vs20181S-Weekday-16,"35A - Hwy 9 - Mt. Store",583920,35A0033,129,12:28:00,mtnstr,"Mountain Store",0,3507,
35A-118,20181S-vs20181S-Weekday-16,3403365-20181S-vs20181S-Weekday-16,"35A - Hwy 9 - Mt. Store",583910,35A0033,130,13:28:00,mtnstr,"Mountain Store",0,3504,
35A-118,20181S-vs20181S-Weekday-16,3403366-20181S-vs20181S-Weekday-16,"35A - Hwy 9 - Mt. Store",583930,35A0033,131,14:28:00,mtnstr,"Mountain Store",0,3506,
35A-118,20181S-vs20181S-Weekday-16,3403367-20181S-vs20181S-Weekday-16,"35A - Hwy 9 - Mt. Store",583909,35A0033,132,15:28:00,mtnstr,"Mountain Store",0,3503,
35A-118,20181S-vs20181S-Weekday-16,3403368-20181S-vs20181S-Weekday-16,"35A - Hwy 9 - Mt. Store",583910,35A0033,133,16:28:00,mtnstr,"Mountain Store",0,3504,
35A-118,20181S-vs20181S-Weekday-16,3403369-20181S-vs20181S-Weekday-16,"35A - Hwy 9 - Mt. Store",583934,35A0033,134,17:28:00,mtnstr,"Mountain Store",0,3511,
35A-118,20181S-vs20181S-Weekday-16,3403370-20181S-vs20181S-Weekday-16,"35A - Hwy 9 - Mt. Store",583976,35A0033,135,18:28:00,mtnstr,"Mountain Store",0,0402,
35A-118,20181S-vs20181S-Weekday-16,3403371-20181S-vs20181S-Weekday-16,"35A - Glen Arbor - Country Club",583910,35A0035,136,08:00:00,cnclb,"Country Club",0,3504,
35A-118,20181S-vs20181S-Weekday-16,3403372-20181S-vs20181S-Weekday-16,"35A - Glen Arbor - Country Club",583930,35A0035,137,09:00:00,cnclb,"Country Club",0,3506,
35A-118,20181S-vs20181S-Weekday-16,3403373-20181S-vs20181S-Weekday-16,"35A - Glen Arbor - Country Club",583906,35A0035,138,10:00:00,cnclb,"Country Club",0,3501,
35A-118,20181S-vs20181S-Weekday-16,3403374-20181S-vs20181S-Weekday-16,"35A - Glen Arbor - Country Club",583912,35A0035,139,16:00:00,cnclb,"Country Club",0,3509,
35A-118,20181S-vs20181S-Weekday-16,3403375-20181S-vs20181S-Weekday-16,"35A - Glen Arbor - Country Club",583927,35A0035,140,17:00:00,cnclb,"Country Club",0,3508,
35A-118,20181S-vs20181S-Weekday-16,3403376-20181S-vs20181S-Weekday-16,"35A - Glen Arbor - Country Club",583926,35A0035,141,18:00:00,cnclb,"Country Club",0,6803,
35-118,20181S-vs20181S-Weekday-16,3403377-20181S-vs20181S-Weekday-16,"35 - Santa Cruz Metro",583906,350039,142,08:43:00,scmc,"Santa Cruz Metro Center",0,3501,
35-118,20181S-vs20181S-Weekday-16,3403378-20181S-vs20181S-Weekday-16,"35 - Santa Cruz Metro",583911,350039,143,09:43:00,scmc,"Santa Cruz Metro Center",0,3505,
35-118,20181S-vs20181S-Weekday-16,3403379-20181S-vs20181S-Weekday-16,"35 - Santa Cruz Metro",583915,350039,144,10:43:00,scmc,"Santa Cruz Metro Center",0,3502,
35-118,20181S-vs20181S-Weekday-16,3403380-20181S-vs20181S-Weekday-16,"35 - Santa Cruz Metro",583909,350039,145,11:43:00,scmc,"Santa Cruz Metro Center",0,3503,
35-118,20181S-vs20181S-Weekday-16,3403381-20181S-vs20181S-Weekday-16,"35 - Santa Cruz Metro",583930,350039,146,12:43:00,scmc,"Santa Cruz Metro Center",0,3506,
35-118,20181S-vs20181S-Weekday-16,3403382-20181S-vs20181S-Weekday-16,"35 - Santa Cruz Metro",583920,350039,147,13:43:00,scmc,"Santa Cruz Metro Center",0,3507,
35-118,20181S-vs20181S-Weekday-16,3403383-20181S-vs20181S-Weekday-16,"35 - Santa Cruz Metro",583910,350039,148,14:43:00,scmc,"Santa Cruz Metro Center",0,3504,
35-118,20181S-vs20181S-Weekday-16,3403384-20181S-vs20181S-Weekday-16,"35 - Santa Cruz Metro",583930,350039,149,15:43:00,scmc,"Santa Cruz Metro Center",0,3506,
